,ids,retweet,favorite,inreplyto,friends,screen_name,followers,listed,text,location
1828,203593888,538,0,,187,JustYourKarma,238,14,"RT @RealCandaceO: Stacey Abram’s State of the Union response went about as well as her bid for Governor did last year.

She failed, but the…",In Your Head
1829,577658209,5905,0,,4764,balrogbob,3109,0,"RT @DanCrenshawTX: Here’s a good thing for all Americans to remember about last night’s #SOTU:

At one point, BOTH parties were chanting “U…",Proud #UnfitToBeHuman
1830,4071746356,17085,0,,358,ChuckStrong56,1064,1,"RT @RealJamesWoods: President Trump simply knocked it out of the park. The response proved it, the polls proved it, and history will most c…",
1831,1091852036335910914,23,0,,72,ChelseaGiese,10,0,RT @OP_Society: At #SOTU...No mention of greatest threat: #climatechange 😥🥺😫🌎 https://t.co/k5yR9gzGdL,Wisconsin 
1832,902217813863145472,538,0,,100,LazyCommie,96,3,"RT @RealCandaceO: Stacey Abram’s State of the Union response went about as well as her bid for Governor did last year.

She failed, but the…",Washington 
1833,2913852935,538,0,,141,CobbStevenJ,285,1,"RT @RealCandaceO: Stacey Abram’s State of the Union response went about as well as her bid for Governor did last year.

She failed, but the…","Huntersville, NC"
1834,728959037220474880,4654,0,,22,SautiYaWafugaji,490,7,"RT @IlhanMN: 2019 mood.
#SOTU
@RashidaTlaib https://t.co/LJwKz4RGXS",Kenya
1835,824478055703990274,38899,0,,320,blondii013,121,1,"RT @RealCandaceO: They won’t applaud 5 million people lifted off of food stamps. 
They won’t applaud historically low black unemployment.…",United States 
1836,810891402221645825,170,0,,60,Brunaaa_26,120,0,RT @insoniascarvao: we're all @SpeakerPelosi  #PelosiClap #SOTU https://t.co/nSgjESK2aN,"Guimarães, Portugal"
1837,713789589261930496,402,0,,2838,bsmithmd3631,3091,54,"RT @RealMAGASteve: The best moment from the #SOTU was a 10-yr-old girl named Grace Eline.

From age-4 instead of b-day gifts, Grace asked f…","Florida, USA"
1838,184240116,539,0,,173,MRiggs1991,344,0,"RT @RealCandaceO: Stacey Abram’s State of the Union response went about as well as her bid for Governor did last year.

She failed, but the…","Loris, SC"
1839,773683238040662018,105,0,,213,debbie_dease,202,0,"RT @SpecNews1SoCal: 'The wall does not solve the problems.' Speaking after Tuesday's #SOTU, Rep. @tedlieu criticized the president over his…","Florida, USA"
1840,301440562,90,0,,60,Stubacca01,17,0,"RT @MattLaslo: “It was a slap in the face with an olive branch,” Sen. Chris Coons says of Trump’s #SOTU speech","Nottingham, United Kingdom"
1841,263705973,539,0,,1283,mjgilliam09,1343,0,"RT @RealCandaceO: Stacey Abram’s State of the Union response went about as well as her bid for Governor did last year.

She failed, but the…","New Mexico, USA"
1842,770003054808760320,539,0,,1459,fionataylor666,1297,7,"RT @RealCandaceO: Stacey Abram’s State of the Union response went about as well as her bid for Governor did last year.

She failed, but the…","Scotland, United Kingdom"
1843,4850454946,25,0,,195,SusanMDOrazio1,209,4,RT @JonLionFineArt: Hello friends!! Since I can’t keep up with DMs about prints for this I wanted to let you know that I am offering a limi…,
1844,30238204,539,0,,11813,StacyLStiles,61779,195,"RT @RealCandaceO: Stacey Abram’s State of the Union response went about as well as her bid for Governor did last year.

She failed, but the…","NO Porn, Lists or Sales Please"
1845,1087413059906355201,1,0,,502,thepartyoflibe1,180,1,"RT @thepartyoflibe1: ""I'm the least #Racist and least anti-semitic person you've ever seen"" - #DonaldTrump  #SOTU https://t.co/o6tqF0dWXL","Las Vegas, NV US"
1846,2473494127,38726,0,,184,Popcornbytes,369,6,"RT @MichaelSkolnik: Parkland Shooter:
Not an immigrant
Tree Of Life Shooter:
Not an immigrant.
Las Vegas Shooter:
Not an immigrant
Borderli…",
1847,1055303159990628357,1221,0,,1632,GrindinSoldier,1498,12,RT @heyitsCarolyn: Watch this little snippet from the #SOTU and “Whacky Jacky” ⁦NV Senator Jacky Rosen telling AR Senator Krysten Sinema to…,
1848,953670515033497602,12959,0,,4127,dr__lisaann,3571,0,RT @EricTrump: I have spent most of my adult life fighting for the kids at ⁦@StJude⁩ Children’s Research Hospital. To see Grace honored bro…,
1849,1186457310,830,0,,4169,Teddyshouse2II,3860,189,"RT @SteveRattner: No, the US is not collecting billions of dollars in tariffs from China and other countries. Fact: tariffs are assessed to…","Portland, OREGON"
1850,2550575082,17085,0,,11796,sudischuricht,11629,366,"RT @RealJamesWoods: President Trump simply knocked it out of the park. The response proved it, the polls proved it, and history will most c…",
1851,963613509115367424,1451,0,,651,Patriot01224735,589,0,"RT @realTylerZed: Trump’s #SOTU speech was so good that this is what he was “fact checked” on:

Trump said troops have been fighting in the…","Florida, USA"
1852,845988195183579140,3304,0,,1428,RonPric87692996,999,1,"RT @TeamPelosi: TRUTH: 

""The Republican tax bill rigged the system against working people. Rather than bringing back jobs, plants are clos…","Cape Coral, FL"
1853,853675826,539,0,,1970,LaneRic185,1983,14,"RT @RealCandaceO: Stacey Abram’s State of the Union response went about as well as her bid for Governor did last year.

She failed, but the…",
1854,1068572499665928193,17,0,,4916,JamesBo77952200,5110,0,"RT @LifeNewsHQ: During the #SOTU when President Trump issued a call for a ban on late-term abortions, here's the reaction from the radical…","West Virginia, USA"
1855,950818682460037120,5905,0,,2530,GohenM,2401,8,"RT @DanCrenshawTX: Here’s a good thing for all Americans to remember about last night’s #SOTU:

At one point, BOTH parties were chanting “U…",
1856,53119816,103,0,,62,digino69,261,25,"RT @AllenWest: Nancy Pelosi referred to MS-13 as having a ""spark of divinity."" When President Trump mentioned late-term abortion, killing a…",Texas
1857,844974673398059009,2440,0,,142,Offical_BTA,10,0,"RT @w_terrence: The Party of the KKK 
#SOTU #SOTUS https://t.co/y1XFvnj2OG",
1858,923930869332660226,17274,0,,1872,real_hendertc,1996,1,"RT @Jim_Jordan: .@POTUS: “Let us reaffirm a fundamental truth. All children—born and unborn—are made in the holy image of God.”

All life i…",United States
1859,2266841402,4654,0,,4855,MrsOpie88,4560,62,"RT @IlhanMN: 2019 mood.
#SOTU
@RashidaTlaib https://t.co/LJwKz4RGXS",
1860,750710973808336897,6060,0,,416,dodgehemi04,304,0,"RT @Lrihendry: Democrats have taken women back 50 years. 

They were told what to wear, where to sit, and even when to clap. 

The same wom…",
1861,23482145,25,0,,1731,dwinfrey72,1524,1,RT @JonLionFineArt: Hello friends!! Since I can’t keep up with DMs about prints for this I wanted to let you know that I am offering a limi…,Heaven on earth
1862,1091805031978987520,17,0,,32,MikeMacho5,82,1,"RT @LifeNewsHQ: During the #SOTU when President Trump issued a call for a ban on late-term abortions, here's the reaction from the radical…",U.S.A.🇺🇸🇺🇸🇺🇸
1863,3254744027,267,0,,6359,anhonyf97,5888,10,RT @Boo3zero5: Eat it liberals!!  #MAGA #SOTU https://t.co/T2KoV6GPHq,PLANET EARTH
1864,735931441570254849,539,0,,38,bronxzu5,32,0,"RT @RealCandaceO: Stacey Abram’s State of the Union response went about as well as her bid for Governor did last year.

She failed, but the…",
1865,704562148123373568,539,0,,44815,coachemaccmac,40805,52,"RT @RealCandaceO: Stacey Abram’s State of the Union response went about as well as her bid for Governor did last year.

She failed, but the…",
1866,905977379440480257,465,0,,152,halistephanos,50,0,"RT @TheRaDR: Hey, so in light of Trump's #SOTU trotting out Holocaust survivors and trying to use the Tree of Life massacre as a prop, here…","Edinboro, PA"
1867,426033838,7,0,,608,HHSRegion8,1403,40,RT @IHSgov: For more details on ‘Ending the HIV Epidemic: A Plan for America’ visit https://t.co/xc0MXeTi6V  #SOTU #NativeHealth @HIVGov ht…,CO-MT-ND-SD-UT-WY
1868,1617325224,539,0,,8643,dfasciana7,8218,44,"RT @RealCandaceO: Stacey Abram’s State of the Union response went about as well as her bid for Governor did last year.

She failed, but the…","Little Canada, MN"
1869,1304885082,0,0,SenStabenow,6317,Msmanchester1,6579,7,"@SenStabenow I concur, It’s the reason I didn’t watch.... screaming at my Tv is not my favorite pastime. 🤦🏽‍♀️ #SOTU",
1870,106254677,539,0,,1713,showcase_prod,1920,8,"RT @RealCandaceO: Stacey Abram’s State of the Union response went about as well as her bid for Governor did last year.

She failed, but the…",
1871,623284759,6130,0,,1944,Loray_12,1781,6,"RT @KTHopkins: Did Nevada Senator Jacky Rosen threaten Krysten Sinemma, because she stood up and applauded Trump at #SOTU 

“Watch your ass…",
1872,97336110,539,0,,475,4_rhode,519,2,"RT @RealCandaceO: Stacey Abram’s State of the Union response went about as well as her bid for Governor did last year.

She failed, but the…","Covfefe Maga, USA"
1873,709110734836408320,36,0,,2389,scott_soulia,2071,25,"RT @NYforSanders: (1/3) Fake News Alert:

CNN intentionally edited Bernie's #SOTU rebuttal to exclude the 1st 20 seconds where he PRAISED @…",Indigenous to Earth
1874,921933768398655488,17085,0,,2632,AnneVStrickland,2526,2,"RT @RealJamesWoods: President Trump simply knocked it out of the park. The response proved it, the polls proved it, and history will most c…","South Carolina, USA"
1875,3424592535,539,0,,226,kwgominger,54,0,"RT @RealCandaceO: Stacey Abram’s State of the Union response went about as well as her bid for Governor did last year.

She failed, but the…",
1876,823025455003336705,539,0,,34,Jill13258346,239,0,"RT @RealCandaceO: Stacey Abram’s State of the Union response went about as well as her bid for Governor did last year.

She failed, but the…",
1877,817473566463574016,4,0,,33,preacher18280,53,0,"RT @VotingFemaIe: President Trump Sends A Clear And Declarative #SOTU Message To Socialists &amp; Communists In The USA And Abroad... 

#MAGA…","Tuscon, Arizona"
1878,858764306585980928,41465,0,,1182,WhiteCentauress,783,2,"RT @AOC: Why should I be “spirited and warm” for this embarrassment of a #SOTU?

Tonight was an unsettling night for our country. The presi…",“Wormhole of the Absurd”
1879,464876375,1746,0,,5081,88_Charlotte_88,4028,12,"RT @Jim_Jordan: ""Rep. Jim Jordan discusses President Trump’s #SOTU and the report that special counsel Robert Mueller was called to appear…",
1880,897203939489271808,539,0,,4258,MistyLynn67,4417,3,"RT @RealCandaceO: Stacey Abram’s State of the Union response went about as well as her bid for Governor did last year.

She failed, but the…", GREAT State of OHIO GO BUCKS 
1881,1498573814,27910,0,,15588,reda2448,14817,153,"RT @realDonaldTrump: #SOTU
https://t.co/kL6SoClx4K",
1882,822259553790267392,591,0,,17,Realmark0688,46,0,RT @GOP: Tuesday’s #SOTU made it clear: Democrats won’t stand for anything but themselves. https://t.co/ZKMUCs1fJY,
1883,24005777,221,0,,5008,AngieTink,2785,119,RT @SenTedCruz: .@realDonaldTrump rightly began his #SOTU address by emphasizing the incredible policy successes we’ve seen over the last t…,Winter Haven Florida
1884,839637888564248576,539,0,,2159,munungus,2053,2,"RT @RealCandaceO: Stacey Abram’s State of the Union response went about as well as her bid for Governor did last year.

She failed, but the…",Aotearoa
1885,511143911,6060,0,,133,sumitup24,109,0,"RT @Lrihendry: Democrats have taken women back 50 years. 

They were told what to wear, where to sit, and even when to clap. 

The same wom…",
1886,22059613,141,0,,4848,edwinajune,6196,208,RT @hirschA8720: ‼️@SpeakerPelosi took the President of #PlannedParenthood to #SOTU address and today she’s blocking legislation that makes…,EAST TN ~ 🐊 GATOR 🐊
1887,3903052998,1,0,,2704,KaydeeKing,5923,152,"RT @RAS20135887: @KaydeeKing Perhaps @JaneLytv and Dems shld be more concerned w/who in their party actually wears racist symbols, rather t…","Florida, USA"
1888,798623903010541568,17085,0,,6226,MagooMikedavis,6363,4,"RT @RealJamesWoods: President Trump simply knocked it out of the park. The response proved it, the polls proved it, and history will most c…","California, USA"
1889,912308148073099264,539,0,,235,Offendeddude,120,4,"RT @RealCandaceO: Stacey Abram’s State of the Union response went about as well as her bid for Governor did last year.

She failed, but the…",Proud to be an American
1890,18276080,539,0,,138,jennierm,75,0,"RT @RealCandaceO: Stacey Abram’s State of the Union response went about as well as her bid for Governor did last year.

She failed, but the…",
1891,3638993964,25,0,,423,fmlykath,121,0,RT @JonLionFineArt: Hello friends!! Since I can’t keep up with DMs about prints for this I wanted to let you know that I am offering a limi…,
1892,902335804009316354,1451,0,,194,Coys107,283,3,"RT @realTylerZed: Trump’s #SOTU speech was so good that this is what he was “fact checked” on:

Trump said troops have been fighting in the…",Earth
1893,396214574,0,0,,251,bumby2011,295,30,The latest Daily Lake! https://t.co/ZJvZz1MuDe Thanks to @giornalettismo #sotu #sanremo2019,Como
1894,2885923784,9949,0,,2943,AdamsWfa551,1690,10,RT @ARmastrangelo: Kamala Harris shakes her head in disgust after Trump mentions that he wants to put drug cartels out of business. That's…,
1895,2558086489,823,0,,311,sandykcombs,287,13,RT @tictoc: House Democratic women are wearing suffragette white for #SOTU to stand in solidarity https://t.co/eY25GK0bhs,
1896,309224020,539,0,,1735,jasonsmith51,1506,2,"RT @RealCandaceO: Stacey Abram’s State of the Union response went about as well as her bid for Governor did last year.

She failed, but the…",Washington
1897,257176387,6821,0,,754,theaprilweasley,509,8,RT @NARAL: Reminder: Mike Pence’s anti-choice policies caused a literal HIV epidemic in Indiana. #SOTU https://t.co/uzze23iP5Q,she/her
1898,620275944,5,0,,738,bethkissileff,391,21,RT @jherrerx: I had the chance to talk with @HIASrefugees today about what it means for Trump to honor a Holocaust survivor during the #SOT…,"Pittsburgh, PA"
1899,1082778841066684416,17274,0,,236,Gregg98290870,223,0,"RT @Jim_Jordan: .@POTUS: “Let us reaffirm a fundamental truth. All children—born and unborn—are made in the holy image of God.”

All life i…","South Dakota, USA"
1900,184168586,1221,0,,1183,Billy_Delaney,1510,79,RT @heyitsCarolyn: Watch this little snippet from the #SOTU and “Whacky Jacky” ⁦NV Senator Jacky Rosen telling AR Senator Krysten Sinema to…,"Toledo, OH"
1901,4365131661,106,0,,134,TJ_Ingram_II,473,1,RT @mikebwonder: The female Democrat leaders were so empowered that they did as they were told and all wore white to the #SOTU address?,
1902,4153566136,0,0,realDonaldTrump,65,hutchins_hutch,4,0,@realDonaldTrump gave the best #SOTU since Ronald Reagan. @AOC. showed her ignorance doubling down on toxic feminis… https://t.co/nf360jrm8w,"Ohio, USA"
1903,3620121073,0,0,,94,love_JMJ_love,108,0,Excellent #SOTU ⁦@realDonaldTrump⁩!! https://t.co/VOFvgkiMFC,
1904,2732610209,1400,0,,66,968ac87b8bb4404,20,0,"RT @Str8DonLemon: Democrats cheered harder for themselves getting into congress than for war heroes, criminal justice reform, child cancer…","Knoxville, TN"
1905,953670515033497602,5315,0,,4127,dr__lisaann,3571,0,"RT @FrankLuntz: These numbers are especially good for Trump when you look at party breakdown of #SOTU viewers:

• 43% Republican (97% appro…",
1906,823303732817489920,591,0,,468,saraloya1950,350,0,RT @GOP: Tuesday’s #SOTU made it clear: Democrats won’t stand for anything but themselves. https://t.co/ZKMUCs1fJY,
1907,28860404,7,0,,2533,Mariabil,734,20,"RT @UNITEDWEDREAM: Listen to Bernie’s voice. Trump should not receive any money to fund ICE, CBP, or his border wall.

Demand Congress they…","Miami, FL"
1908,913026213966417922,276,0,,42,fisherlady1960,233,0,RT @ConservativePTZ: This was Winston watching @POTUS deliver the #SOTU. He always gets dressed up when he watches our great President @rea…,"Michigan, USA"
1909,315259328,1732,0,,4934,TheDarkness24,4025,0,RT @TrinityResists: Fun fact: Richard Nixon resigned 8 months after he gave these statements calling for an end to Watergate in his #SOTU a…,
1910,1568488393,183,0,,1430,jvarner_wv,353,10,"RT @johncardillo: If Trump follows through on the agenda he laid out and continues to own the presidency as he did last night, he’ll steamr…",Morgantown WV ➡️ Elkins WV 
1911,1952901463,539,0,,146,abbycool30,87,0,"RT @RealCandaceO: Stacey Abram’s State of the Union response went about as well as her bid for Governor did last year.

She failed, but the…",around
1912,2451797479,0,0,,334,UCitnow,117,0,"#RT @Matthewcogdeill: RT @realDonaldTrump: #SOTU
https://t.co/W83DT0QHmQ",
1913,899072127067971584,0,0,benshapiro,104,BornAgainCrypto,25,0,@benshapiro She didn't have a chance to read it yet. She was planning to catch up on her reading during the #SOTU but was too busy clapping,
1914,2451797479,0,0,,334,UCitnow,117,0,#RT @Matthewcogdeill: RT @Matthewcogdeill: @realDonaldTrump Recap #SOTU“Unemployment has reached the lowest rate in… https://t.co/RDcmb1Foem,
1915,33104915,5905,0,,333,RebeccaJudd_,51,0,"RT @DanCrenshawTX: Here’s a good thing for all Americans to remember about last night’s #SOTU:

At one point, BOTH parties were chanting “U…","Grand Ledge, MI"
1916,2451797479,0,0,,334,UCitnow,117,0,#RT @Matthewcogdeill: RT @Matthewcogdeill: @realDonaldTrump Recap #SOTU“Let us reaffirm a fundamental truth. All ch… https://t.co/VoLmBYvrRD,
1917,896795217642356736,539,0,,119,Tenithetitan,151,0,"RT @RealCandaceO: Stacey Abram’s State of the Union response went about as well as her bid for Governor did last year.

She failed, but the…",
1918,2451797479,0,0,,334,UCitnow,117,0,"#RT @Matthewcogdeill: RT @Matthewcogdeill: @realDonaldTrump Recap of #SOTU
President @realDonaldTrump proposes:
Mor… https://t.co/hgUxhdozbi",
1919,42946369,2641,0,,3354,carolcollinsLV,1347,3,RT @newtgingrich: Every once in a while a speech is so effective and powerful it changes the trajectory of history. That was President @rea…,Missouri/Nevada
1920,1413130274,6191,0,,526,cloudiatanknee,111,1,RT @Michelle4NM: All of this talk about walls tonight... #SOTU https://t.co/QFLAYHor0t,"Brooklyn, NY"
1921,24959108,7,0,,545,samhsagov,88727,1887,RT @IHSgov: For more details on ‘Ending the HIV Epidemic: A Plan for America’ visit https://t.co/xc0MXeTi6V  #SOTU #NativeHealth @HIVGov ht…,
1922,790591027488944128,6130,0,,1491,Amanda32594320,1159,0,"RT @KTHopkins: Did Nevada Senator Jacky Rosen threaten Krysten Sinemma, because she stood up and applauded Trump at #SOTU 

“Watch your ass…",
1923,3349651212,539,0,,482,JBrunner8404,240,0,"RT @RealCandaceO: Stacey Abram’s State of the Union response went about as well as her bid for Governor did last year.

She failed, but the…",
1924,2451797479,0,0,,334,UCitnow,117,0,#RT @Matthewcogdeill: RT @Matthewcogdeill: @realDonaldTrump Lets #RETWEET This tweet to 10k RT to show… https://t.co/kuMAjBpTrA,
1925,3087030093,539,0,,12954,RollyHui,10343,3,"RT @RealCandaceO: Stacey Abram’s State of the Union response went about as well as her bid for Governor did last year.

She failed, but the…","NYC New York, New Winsor NY, Charlette NC and Stroudsburg PA."
1926,3344562192,7,0,,30263,cjlovesamerica,36913,52,"RT @TheBoxThatRoxx: Well, comrades, we #Democrats might have a problem. 

Fear not! 

Read @TomPerez memo to @TheDemocrats after #SOTU: Do…",Lovin' the USA🇺🇸
1927,410870088,539,0,,1514,GregKOESTER,1042,5,"RT @RealCandaceO: Stacey Abram’s State of the Union response went about as well as her bid for Governor did last year.

She failed, but the…",Nowheresville USA
1928,19473884,111,0,,1430,BrstCanSrvMicki,796,54,"RT @LaurenUnderwood: For me, the #SOTU drove home that our most important problems aren't Democrat or Republican. We need to sit down toget…","Illinois, USA"
1929,3070137476,3092,0,,553,joaniesseattle,201,1,"RT @RepEscobar: He lies. @POTUS is once again lying and using the #SOTU address to spread falsehoods about our beloved city of El Paso. 

F…",
1930,2743168573,1221,0,,1984,MickyCallen,1751,0,RT @heyitsCarolyn: Watch this little snippet from the #SOTU and “Whacky Jacky” ⁦NV Senator Jacky Rosen telling AR Senator Krysten Sinema to…,
1931,357179778,56692,0,,210,Dean_parrothead,54,0,RT @KamalaHarris: Politicians 👏 should 👏 not 👏 tell 👏 women 👏 what 👏 to 👏 do 👏 with 👏 their 👏 bodies. #SOTU,
1932,2621584827,539,0,,281,claflin34,599,1,"RT @RealCandaceO: Stacey Abram’s State of the Union response went about as well as her bid for Governor did last year.

She failed, but the…",
1933,85904700,8,0,,2190,aliwojo19,3333,170,"RT @TheRealMaddog58: .@POTUS 👉THIS IS WHAT HAPPENS WHEN YOU DON'T GET OUT AND VOTE!  COMMIE B""STARDS SNEAK IN AND UNDERMINE ☛OUR FREEDOMS F…",
1934,1869216109,791,0,,3305,JG_glove,1942,1,"RT @DanCovfefe1: Did anyone see AOC unsubstantiated rebuttal.. 🤦🏼‍♂️

#SOTU https://t.co/7YYOwe0FG7","Santee, CA"
1935,4878909383,148,0,,1717,Marsha886,840,1,"RT @AllenWest: ICYMI: I’ll tell y’all this: sign me up to #ChooseGreatness b/c what the left is all abt — coercing, intimidating, mandating…",Over-taxed native Californian
1936,27927742,539,0,,8551,lance4135,7770,4,"RT @RealCandaceO: Stacey Abram’s State of the Union response went about as well as her bid for Governor did last year.

She failed, but the…","Cedartown, Ga."
1937,596050685,205,0,,961,CaliDeplorable,20172,60,"RT @CaliDeplorable: @POTUS #Trump did an outstanding job at the #SOTU &amp; you know it @SpeakerPelosi 

I saw your face the whole time looking…",
1938,17100255,16,0,,45233,elagrew,44078,659,"RT @NewRightNetwork: The Mean Girls of Capitol Hill... read the article at https://t.co/Dcq5uTPmer

#SOTU #Congress #AOC #Pelosi #RashidaTl…",Minnesota
1939,398894811,221,0,,2291,Goinbi11,1487,33,RT @BryanKemper: Listening to @brithume call pre-born children human beings and call #abortion “snuffing them out” on @TuckerCarlson made m…,"Butler, PA"
1940,49761408,1644,0,,50,Machteburch,52,7,RT @GhostFaceSigma: Pelosi the Gawd with the most pettiest and sarcastic clap possible. We stan a queen #SOTU   https://t.co/5FahnpDaJZ,Magdeburg
1941,34507278,539,0,,1092,souljahsingh,640,20,"RT @RealCandaceO: Stacey Abram’s State of the Union response went about as well as her bid for Governor did last year.

She failed, but the…","Toronto, Ontario, Canada"
1942,194319590,5905,0,,105,ericmbaptiste,55,1,"RT @DanCrenshawTX: Here’s a good thing for all Americans to remember about last night’s #SOTU:

At one point, BOTH parties were chanting “U…","Pennsylvania, USA"
1943,17178342,25,0,,3405,drmaggiesa,1039,80,RT @JonLionFineArt: Hello friends!! Since I can’t keep up with DMs about prints for this I wanted to let you know that I am offering a limi…,"Texas, USA"
1944,116563148,449,0,,1712,reubenteague,292,7,RT @amyklobuchar: Missing from #SOTU? Any mention of climate change. Science is clear: climate change is happening. Rejoin international cl…,Newark/NOLA
1945,1009129919585116161,1451,0,,933,NiceGuyBCommMBA,693,2,"RT @realTylerZed: Trump’s #SOTU speech was so good that this is what he was “fact checked” on:

Trump said troops have been fighting in the…",
1946,446659212,7857,0,,174,jennyhenshaw,76,0,RT @spicykezzinnugg: Nancy Pelosi and Lucille Bluth have the same energy. #SOTU https://t.co/4nv35HOsx2,"Eugene, OR"
1947,323888516,719,0,,232,Machariajm,354,1,RT @ianbremmer: First hate clap I’ve seen at the #SOTU. https://t.co/D6jVlLZbck,
1948,1012961034674540546,1,0,,27,FounderCurt,5,0,RT @TheTrueNLP: #SOTU Trump's speech writers do a great job to deny that is to deny the masses which loved it and many more that thought it…,
1949,2857073305,43,0,,217,liatb01,214,21,"RT @RepDavidEPrice: In tonight’s #SOTU we heard a hollow pledge for unity, followed by lies and division designed to manufacture a politica…",United States
1950,2517896570,6479,0,,328,sueham1408,287,1,"RT @TeaPainUSA: 1. Another sealed indictment today  
2. Cohen testimony suddenly postponed
3. Butina boyfriend indicted
4. 7000 pages of tr…","Carlstadt, NJ"
1951,1041393179675770881,38899,0,,51,BWalker73116489,36,0,"RT @RealCandaceO: They won’t applaud 5 million people lifted off of food stamps. 
They won’t applaud historically low black unemployment.…",
1952,962114874334699523,18,0,,392,SBA_Fresno,267,7,"RT @SBALinda: On the road in Ohio, talking about #SOTU &amp; the many @POTUS policies aimed at helping #SmallBusinesses succeed &amp; grow the econ…","Fresno, CA"
1953,1015650328715329536,25,0,,389,Brooklynsweet2,123,0,RT @JonLionFineArt: Hello friends!! Since I can’t keep up with DMs about prints for this I wanted to let you know that I am offering a limi…,"Brooklyn, NY- Newport News, VA"
1954,2550575082,1,0,,11796,sudischuricht,11629,366,"RT @Gigiscik: I can tell that there is a lots of asses burning after the President speech last night.
If you can’t appreciate unity of inte…",
1955,38991695,310,0,,4850,pnix49,4063,1,"RT @Boo3zero5: @realDonaldTrump Greatest #SOTU speech in history. 

""We were born free &amp; we will stay free""
              #Trump2020LandSli…",murfreesboro tn
1956,1336849248,539,0,,69,RampantKam,312,3,"RT @RealCandaceO: Stacey Abram’s State of the Union response went about as well as her bid for Governor did last year.

She failed, but the…",United States
1957,120025039,1221,0,,9063,DestinyandBruce,8418,16,RT @heyitsCarolyn: Watch this little snippet from the #SOTU and “Whacky Jacky” ⁦NV Senator Jacky Rosen telling AR Senator Krysten Sinema to…,
1958,2461734596,10523,0,,103,OfeiraWalmer,286,4,RT @EricTrump: It was so refreshing to hear my father talk about 2 years of incredible achievements. Other politicians only talk about what…,Hawaii
1959,51780541,2955,0,,411,whoisdale_,279,9,"RT @eakuhl: when your man wants credit for changing the toilet paper roll

 #PelosiClap #SOTU 

 https://t.co/cS42SSuieU",
1960,1619742066,0,1,LaOkieKat,1710,SU2CandMe,2539,88,@LaOkieKat @freedmeto @sundoghigh @eavesdropann @CharlieD2749 @cgpb @kittyssaloon @popstherock33 @rhyne_marylene… https://t.co/rk1iSJQgf4,USA
1961,143586248,5905,0,,9007,vkinkela,8866,9,"RT @DanCrenshawTX: Here’s a good thing for all Americans to remember about last night’s #SOTU:

At one point, BOTH parties were chanting “U…","Pennsylvania, USA"
1962,4719570082,6130,0,,5783,cet586,5267,0,"RT @KTHopkins: Did Nevada Senator Jacky Rosen threaten Krysten Sinemma, because she stood up and applauded Trump at #SOTU 

“Watch your ass…",Live~and~Let~Live
1963,321817068,3,0,,789,svreid43,760,0,RT @10thAmendment: President Trump Approval Rating Jumps to 49% Following Brilliant State of the Union Speech https://t.co/kzS4DZjm4H via @…,H-town
1964,132416162,1,2,,13472,KAG4Eva,14348,9,The only fact here is that you are really out of touch with the rest of the country. Sad. You can spin it how you w… https://t.co/cIZtK1GYlr,
1965,141523614,0,0,,81,JazzFed,93,5,"Considering these women wore white at the #SOTU to show the world they have female solidarity, it's clear… https://t.co/YN53QCFheH",
1966,16149949,7,0,,1649,rozlang,358,3,RT @RepCohen: #TrumpLies #SOTU https://t.co/vjSo6nPcB6,
1967,704927354,5833,0,,42,mathmom730,13,0,"RT @_SJPeace_: Guess who weren't IMMIGRANTS?
 
The 
Las Vegas Shooter
Sandy Hook Shooter
Parkland Shooter
Charleston Church Shooter
Aurora…",
1968,596050685,421,0,,961,CaliDeplorable,20172,60,"RT @CaliDeplorable: I think @POTUS #Trump knocked it out of the park at #SOTU

He did an exceptional job getting his message of #Unity #Gre…",
1969,205951148,368,0,,415,angyloraa,261,2,RT @nowthisnews: Trump pushed these extremely dangerous lies about abortion and reproductive rights at the #SOTU. Here’s the truth. https:/…,"doral, fl"
1970,33904581,5299,0,,3833,dfal182,5502,53,"RT @TimRunsHisMouth: Whoa! Jacky Rosen angrily warns Kyrsten Sinema ""Watch your ass"" when she was the only Democrat applauding Trump. 

She…","Michigan, USA"
1971,29096702,1746,0,,67,frysbaby,212,1,"RT @Jim_Jordan: ""Rep. Jim Jordan discusses President Trump’s #SOTU and the report that special counsel Robert Mueller was called to appear…",
1972,1063981750639054848,17866,0,,381,JohnMcC30251924,410,0,RT @realDonaldTrump: Looking forward to tonight! #SOTU https://t.co/lGKkZeaxUZ,USA
1973,357179778,15850,0,,210,Dean_parrothead,54,0,"RT @SpeakerPelosi: We just finished watching the #AbramsAddress here in my office at the Capitol, and we’re all in agreement: @StaceyAbrams…",
1974,873656746371407873,539,0,,2143,Maggie24529867,2397,3,"RT @RealCandaceO: Stacey Abram’s State of the Union response went about as well as her bid for Governor did last year.

She failed, but the…","Florida, USA"
1975,846171584490602497,1746,0,,22,jakbtestbot,487,2,"RT @Jim_Jordan: ""Rep. Jim Jordan discusses President Trump’s #SOTU and the report that special counsel Robert Mueller was called to appear…",
1976,570034478,13645,0,,1496,riteoneVU,154,1,RT @FLOTUS: It was an honor to be joined by our inspiring guests at this year’s #SOTU.  Each of them has a remarkable story to tell.  Thank…,"Mt Juliet, Tennessee"
